respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_1541,Not_Motivated,Intrinsic_Skill,Neutral,No_Subscription,0,499_799,649,Social_Proof,Meditative,90_min,4,9,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1111,Moderate,Status_Signal,Yes_Somewhat,349_499,424,799_1199,999,Planned,Guided_Stepwise,45_min,4,7,Pod_Aesthetics,Maybe,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_0844,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,Above_499,599,299_499,399,Planned,Guided_Freestyle,60_min,4,7,Skill_Progress,Definitely,I want to see my progress visually tracked over time,Probably,Pay_Per_Session
AURA_0255,LinkedIn_Only,Wellness,No,Below_99,60,Below_299,199,Social_Proof,Challenge_Mode,60_min,4,7,Indian_Art_Content,,The AI coaching should feel like a real teacher,Maybe,Pay_Per_Session
AURA_0167,Strong_Yes,Quality_Time,Yes_Somewhat,No_Subscription,0,299_499,399,Social_Proof,Challenge_Mode,60_min,4,9,Community_Gallery,Maybe,Corporate team building package must have good group pricing,Maybe,Pay_Per_Session
AURA_0222,Strong_Yes,Wellness,Yes_Somewhat,Below_99,60,299_499,399,Offer_Driven,Meditative,60_min,3,10,Pod_Aesthetics,Maybe,Good quality brushes and paints — not cheap materials,No,Not_Interested_Sub
AURA_1809,Strong_Yes,Wellness,,199_349,274,Below_299,199,Planned,Challenge_Mode,20_min,4,10,,Definitely,I'd love a date night version with my partner,Maybe,Try_Free_Trial
AURA_1885,Strong_Yes,Wellness,,99_199,149,499_799,649,Impulse,Guided_Freestyle,90_min,3,8,Skill_Progress,No,Price must be under 500 for me to try it first,Maybe,Try_Free_Trial
AURA_0768,Moderate,Quality_Time,Neutral,99_199,149,Below_299,199,Planned,Guided_Stepwise,60_min,4,9,Supply_Quality,Maybe,I want to see my progress visually tracked over time,Probably,Subscribe_Immediately
AURA_0157,Moderate,Status_Signal,No,199_349,274,799_1199,999,Planned,Challenge_Mode,45_min,3,9,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Maybe,Subscribe_Immediately
AURA_1156,LinkedIn_Only,Wellness,Neutral,99_199,149,No_Box,0,Offer_Driven,Guided_Freestyle,60_min,5,8,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Probably,Try_Free_Trial
AURA_1496,Moderate,Wellness,Yes_Strongly,199_349,274,Below_299,199,Impulse,Meditative,90_min,5,7,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,No,Subscribe_Immediately
AURA_0082,LinkedIn_Only,Social_Content,Yes_Somewhat,99_199,149,No_Box,0,Social_Proof,Guided_Freestyle,90_min,2,7,AI_Coaching,,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_1514,Moderate,Quality_Time,Yes_Somewhat,199_349,274,299_499,399,Offer_Driven,Meditative,60_min,5,9,AI_Coaching,Definitely,Would love a monthly challenge or competition,No,Subscribe_Immediately
AURA_0266,Strong_Yes,Quality_Time,Yes_Somewhat,Below_99,60,499_799,649,Social_Proof,Guided_Freestyle,20_min,3,9,Supply_Quality,No,Location in Phoenix Mall Wakad would be perfect,Maybe,Pay_Per_Session
AURA_1921,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Impulse,Guided_Freestyle,45_min,4,7,AI_Coaching,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_0931,Strong_Yes,Social_Content,No,No_Subscription,0,299_499,399,Social_Proof,Guided_Freestyle,45_min,2,8,Indian_Art_Content,Maybe,The artwork should be worth showing — printable quality,Maybe,Not_Interested_Sub
AURA_1888,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,Below_299,199,Planned,Meditative,20_min,5,9,Supply_Quality,Definitely,Integration with Instagram for direct sharing would be amazing,No,Subscribe_Immediately
AURA_1199,Strong_Yes,Intrinsic_Skill,Neutral,99_199,149,799_1199,999,Offer_Driven,Guided_Stepwise,45_min,4,9,Supply_Quality,Probably,The AI coaching should feel like a real teacher,Maybe,Try_Free_Trial
AURA_1610,Moderate,Quality_Time,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Challenge_Mode,60_min,5,9,Indian_Art_Content,Maybe,Corporate team building package must have good group pricing,Probably,Pay_Per_Session
AURA_1701,Strong_Yes,Wellness,Yes_Strongly,199_349,274,499_799,649,Planned,Guided_Stepwise,60_min,3,8,Supply_Quality,,"The pod should feel like a premium spa, not a DIY store",Maybe,Pay_Per_Session
AURA_0771,Not_Motivated,Intrinsic_Skill,Yes_Strongly,199_349,274,499_799,649,Social_Proof,Meditative,45_min,5,10,Pod_Aesthetics,Definitely,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_0432,Strong_Yes,Status_Signal,No,349_499,424,299_499,399,Offer_Driven,Guided_Freestyle,20_min,1,8,Indian_Art_Content,Probably,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_1806,LinkedIn_Only,Wellness,Yes_Somewhat,199_349,274,299_499,399,Offer_Driven,Guided_Stepwise,45_min,4,8,Supply_Quality,Maybe,I want to see my progress visually tracked over time,Maybe,Try_Free_Trial
AURA_1752,Not_Motivated,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Planned,Guided_Freestyle,90_min,4,9,Community_Gallery,No,Good quality brushes and paints — not cheap materials,Maybe,Pay_Per_Session
AURA_0590,Strong_Yes,Intrinsic_Skill,Yes_Strongly,Below_99,60,,399,Planned,Guided_Freestyle,45_min,4,9,Supply_Quality,Probably,Price must be under 500 for me to try it first,No,Try_Free_Trial
AURA_0442,Strong_Yes,Wellness,Yes_Strongly,199_349,274,Below_299,199,Offer_Driven,Guided_Freestyle,90_min,4,7,AI_Coaching,Probably,Corporate team building package must have good group pricing,Maybe,Subscribe_Immediately
AURA_0244,LinkedIn_Only,Wellness,Yes_Strongly,Above_499,599,799_1199,999,Social_Proof,Guided_Stepwise,45_min,3,8,AI_Coaching,No,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_0671,LinkedIn_Only,Intrinsic_Skill,No,No_Subscription,0,,399,Social_Proof,Guided_Stepwise,45_min,5,8,Supply_Quality,Maybe,"The pod should feel like a premium spa, not a DIY store",No,Not_Interested_Sub
AURA_1139,LinkedIn_Only,Wellness,Yes_Strongly,349_499,424,299_499,399,Offer_Driven,Guided_Stepwise,60_min,3,8,Supply_Quality,Probably,I want to see my progress visually tracked over time,No,Not_Interested_Sub
AURA_1715,LinkedIn_Only,Wellness,Yes_Somewhat,Above_499,599,299_499,399,Offer_Driven,Meditative,60_min,5,8,Pod_Aesthetics,Probably,"I want to learn Madhubani properly, not just doodle",No,Try_Free_Trial
AURA_0534,Strong_Yes,Wellness,Yes_Strongly,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,8,Indian_Art_Content,No,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_0268,Strong_Yes,Intrinsic_Skill,No,99_199,149,499_799,649,Planned,Guided_Stepwise,90_min,4,9,Supply_Quality,Definitely,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_0839,LinkedIn_Only,Intrinsic_Skill,Neutral,199_349,274,299_499,399,Impulse,Meditative,60_min,5,10,AI_Coaching,Maybe,Kids mode is a must for my family visits,Maybe,Try_Free_Trial
AURA_1949,Strong_Yes,Wellness,Yes_Strongly,Below_99,60,299_499,399,Impulse,Guided_Stepwise,60_min,5,9,AI_Coaching,,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0074,Not_Motivated,Social_Content,Yes_Strongly,Above_499,599,299_499,399,Planned,Challenge_Mode,60_min,4,9,AI_Coaching,Maybe,Integration with Instagram for direct sharing would be amazing,Maybe,Subscribe_Immediately
AURA_1371,LinkedIn_Only,Social_Content,Yes_Strongly,Below_99,60,,999,Impulse,Guided_Stepwise,90_min,2,9,AI_Coaching,No,"The pod should feel like a premium spa, not a DIY store",Maybe,Not_Interested_Sub
AURA_1400,Strong_Yes,Intrinsic_Skill,No,99_199,149,799_1199,999,Offer_Driven,Guided_Stepwise,60_min,4,7,Supply_Quality,Maybe,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_0456,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Offer_Driven,Guided_Freestyle,60_min,4,7,Supply_Quality,Probably,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_1959,Moderate,Status_Signal,Yes_Somewhat,349_499,424,299_499,399,Planned,Challenge_Mode,20_min,3,9,Indian_Art_Content,Definitely,Clean and hygienic environment is non-negotiable,Maybe,Pay_Per_Session
AURA_0181,Moderate,Social_Content,Yes_Somewhat,199_349,274,299_499,399,Impulse,Guided_Freestyle,60_min,3,8,AI_Coaching,No,Price must be under 500 for me to try it first,Probably,Try_Free_Trial
AURA_1472,Moderate,Social_Content,Neutral,99_199,149,Below_299,199,Social_Proof,Meditative,90_min,4,10,,Probably,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0883,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,199_349,274,No_Box,0,Social_Proof,Guided_Freestyle,90_min,5,8,Indian_Art_Content,Probably,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_0533,LinkedIn_Only,Social_Content,Yes_Somewhat,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,45_min,1,9,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",Maybe,Try_Free_Trial
AURA_0637,Not_Motivated,Social_Content,Yes_Somewhat,No_Subscription,0,299_499,399,Planned,Meditative,60_min,5,10,Pod_Aesthetics,Probably,The AI coaching should feel like a real teacher,Definitely,Not_Interested_Sub
AURA_1554,Not_Motivated,Status_Signal,No,No_Subscription,0,499_799,649,Planned,Guided_Freestyle,45_min,1,9,AI_Coaching,Definitely,Good quality brushes and paints — not cheap materials,No,Not_Interested_Sub
AURA_0622,Strong_Yes,Quality_Time,No,Above_499,599,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,9,Supply_Quality,Maybe,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_1109,Moderate,Quality_Time,Yes_Strongly,99_199,149,799_1199,999,Social_Proof,Guided_Freestyle,45_min,2,7,Indian_Art_Content,No,"I want to learn Madhubani properly, not just doodle",Probably,Try_Free_Trial
AURA_1555,LinkedIn_Only,Status_Signal,Yes_Strongly,349_499,424,799_1199,999,Impulse,Guided_Freestyle,60_min,5,10,AI_Coaching,Definitely,Integration with Instagram for direct sharing would be amazing,Maybe,Try_Free_Trial
AURA_1080,Not_Motivated,Status_Signal,Neutral,Below_99,60,499_799,649,Planned,Guided_Freestyle,60_min,5,8,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_1857,Not_Motivated,Status_Signal,Neutral,No_Subscription,0,799_1199,999,Social_Proof,Challenge_Mode,20_min,3,10,Supply_Quality,No,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_1517,Strong_Yes,Wellness,Yes_Strongly,Below_99,60,299_499,399,Social_Proof,Guided_Freestyle,20_min,4,8,Indian_Art_Content,Probably,Kids mode is a must for my family visits,Definitely,Try_Free_Trial
AURA_0336,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Below_99,60,299_499,399,Social_Proof,Guided_Stepwise,45_min,5,7,AI_Coaching,Maybe,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0326,Strong_Yes,Social_Content,No,99_199,149,299_499,399,Planned,Guided_Freestyle,90_min,4,8,Pod_Aesthetics,Maybe,I want to see my progress visually tracked over time,Probably,Try_Free_Trial
AURA_1627,Moderate,Status_Signal,No,99_199,149,299_499,399,Planned,Guided_Freestyle,60_min,4,10,AI_Coaching,Probably,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_0350,LinkedIn_Only,Wellness,Neutral,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,45_min,3,9,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_1306,Strong_Yes,Status_Signal,Yes_Somewhat,Below_99,60,499_799,649,Offer_Driven,Challenge_Mode,60_min,1,10,Indian_Art_Content,Probably,Integration with Instagram for direct sharing would be amazing,No,Not_Interested_Sub
AURA_1652,Strong_Yes,Status_Signal,Neutral,199_349,274,No_Box,0,Social_Proof,Challenge_Mode,60_min,5,9,Indian_Art_Content,Probably,The AI coaching should feel like a real teacher,Definitely,Subscribe_Immediately
AURA_1431,Moderate,Intrinsic_Skill,Yes_Somewhat,Above_499,599,299_499,399,Planned,Guided_Stepwise,90_min,3,7,Supply_Quality,Probably,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_1183,Moderate,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Challenge_Mode,60_min,4,8,Supply_Quality,Maybe,Would love a monthly challenge or competition,Definitely,Subscribe_Immediately
AURA_0804,Moderate,Wellness,Yes_Strongly,199_349,274,299_499,399,Impulse,Guided_Stepwise,45_min,3,8,Community_Gallery,Probably,The AI coaching should feel like a real teacher,Definitely,Try_Free_Trial
AURA_0936,Strong_Yes,Intrinsic_Skill,Yes_Strongly,199_349,274,Below_299,199,Social_Proof,Guided_Freestyle,90_min,3,7,Supply_Quality,Maybe,I want to see my progress visually tracked over time,Definitely,Not_Interested_Sub
AURA_0899,Strong_Yes,Wellness,Yes_Somewhat,Below_99,60,499_799,649,Social_Proof,Guided_Freestyle,20_min,3,9,Pod_Aesthetics,Probably,Integration with Instagram for direct sharing would be amazing,No,Pay_Per_Session
AURA_1584,Moderate,Wellness,Yes_Somewhat,199_349,274,499_799,649,Impulse,Guided_Freestyle,20_min,5,9,Pod_Aesthetics,No,Price must be under 500 for me to try it first,Maybe,Try_Free_Trial
AURA_0754,LinkedIn_Only,Wellness,Yes_Strongly,349_499,424,799_1199,999,Planned,Meditative,20_min,4,9,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_1283,Moderate,Social_Content,Yes_Somewhat,349_499,424,799_1199,999,Offer_Driven,Guided_Freestyle,45_min,5,9,AI_Coaching,Maybe,The AI coaching should feel like a real teacher,Maybe,Subscribe_Immediately
AURA_0392,Moderate,Status_Signal,Yes_Somewhat,349_499,424,499_799,649,Planned,Guided_Stepwise,90_min,2,8,AI_Coaching,Definitely,The AI coaching should feel like a real teacher,Probably,Not_Interested_Sub
AURA_1529,Moderate,Wellness,No,199_349,274,299_499,399,Offer_Driven,Challenge_Mode,60_min,4,7,Pod_Aesthetics,Probably,Kids mode is a must for my family visits,No,Subscribe_Immediately
AURA_0581,Strong_Yes,Wellness,Yes_Strongly,199_349,274,Below_299,199,Impulse,Guided_Freestyle,45_min,3,8,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,Definitely,Subscribe_Immediately
AURA_1452,Moderate,Wellness,Yes_Somewhat,99_199,149,,649,Offer_Driven,Guided_Freestyle,60_min,3,10,AI_Coaching,Definitely,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1726,Strong_Yes,Social_Content,Yes_Somewhat,349_499,424,Below_299,199,Planned,Guided_Stepwise,45_min,3,10,Indian_Art_Content,Definitely,Kids mode is a must for my family visits,Definitely,Subscribe_Immediately
AURA_1488,Moderate,Status_Signal,Neutral,349_499,424,,399,Social_Proof,Meditative,60_min,1,10,,Maybe,Clean and hygienic environment is non-negotiable,Definitely,Subscribe_Immediately
AURA_1581,Not_Motivated,Social_Content,Yes_Somewhat,99_199,149,299_499,399,Planned,Meditative,45_min,4,7,Community_Gallery,Maybe,Integration with Instagram for direct sharing would be amazing,No,Pay_Per_Session
AURA_1232,Not_Motivated,Wellness,No,99_199,149,299_499,399,Offer_Driven,Guided_Freestyle,45_min,5,8,Indian_Art_Content,,Price must be under 500 for me to try it first,Probably,Not_Interested_Sub
AURA_0993,Moderate,Intrinsic_Skill,Yes_Strongly,99_199,149,499_799,649,Planned,Guided_Freestyle,60_min,3,8,Supply_Quality,Maybe,Price must be under 500 for me to try it first,Maybe,Pay_Per_Session
AURA_1387,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,349_499,424,Below_299,199,Social_Proof,Guided_Freestyle,90_min,5,9,AI_Coaching,Maybe,I'd love a date night version with my partner,No,Subscribe_Immediately
AURA_0059,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Guided_Stepwise,60_min,5,10,Community_Gallery,Maybe,The artwork should be worth showing — printable quality,Maybe,Not_Interested_Sub
AURA_0824,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,9,AI_Coaching,Maybe,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_1912,Strong_Yes,Quality_Time,Yes_Strongly,No_Subscription,0,Below_299,199,Social_Proof,Guided_Stepwise,45_min,3,9,Supply_Quality,Definitely,I'd love a date night version with my partner,Maybe,Not_Interested_Sub
AURA_1416,Strong_Yes,Wellness,No,199_349,274,299_499,399,Social_Proof,Guided_Stepwise,20_min,3,8,Indian_Art_Content,Definitely,"I want to learn Madhubani properly, not just doodle",Probably,Try_Free_Trial
AURA_0305,Moderate,Social_Content,Yes_Somewhat,99_199,149,499_799,649,Impulse,Meditative,60_min,3,8,Indian_Art_Content,Definitely,Need to support Hindi language tutorials,Probably,Pay_Per_Session
AURA_0163,Strong_Yes,Social_Content,Yes_Somewhat,No_Subscription,0,499_799,649,Impulse,Guided_Stepwise,90_min,3,8,AI_Coaching,Maybe,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_0151,Moderate,Social_Content,No,Above_499,599,499_799,649,Planned,Guided_Stepwise,60_min,4,8,,Probably,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_1437,Moderate,Wellness,Neutral,349_499,424,299_499,399,Social_Proof,Guided_Freestyle,45_min,5,9,Pod_Aesthetics,Probably,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_0133,Strong_Yes,Status_Signal,Neutral,349_499,424,No_Box,0,Planned,Guided_Stepwise,60_min,5,9,Supply_Quality,No,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_0948,Moderate,Wellness,Neutral,199_349,274,499_799,649,Impulse,Guided_Freestyle,60_min,3,7,,Definitely,Would love a monthly challenge or competition,Maybe,Subscribe_Immediately
AURA_1915,Not_Motivated,Wellness,Yes_Somewhat,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,90_min,5,9,,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Subscribe_Immediately
AURA_1236,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Stepwise,45_min,4,7,Supply_Quality,,"I want to learn Madhubani properly, not just doodle",Definitely,Try_Free_Trial
AURA_0809,Moderate,Wellness,Yes_Somewhat,349_499,424,499_799,649,Planned,Guided_Freestyle,60_min,4,9,Indian_Art_Content,Maybe,Need to support Hindi language tutorials,No,Subscribe_Immediately
AURA_1649,Moderate,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Planned,Challenge_Mode,45_min,2,10,,,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
AURA_1943,Not_Motivated,Wellness,Yes_Strongly,Above_499,599,499_799,649,Planned,Guided_Freestyle,60_min,4,9,Supply_Quality,Definitely,Would love a monthly challenge or competition,Maybe,Pay_Per_Session
AURA_0811,Moderate,Wellness,Neutral,99_199,149,299_499,399,Planned,Guided_Stepwise,60_min,2,7,AI_Coaching,Definitely,Good quality brushes and paints — not cheap materials,Definitely,Try_Free_Trial
AURA_0906,Not_Motivated,Status_Signal,Neutral,349_499,424,499_799,649,Offer_Driven,Guided_Freestyle,60_min,3,10,Indian_Art_Content,Probably,I want to see my progress visually tracked over time,Maybe,Try_Free_Trial
AURA_0603,Not_Motivated,Status_Signal,Yes_Somewhat,Above_499,599,Below_299,199,Social_Proof,Meditative,60_min,5,10,Community_Gallery,No,Good quality brushes and paints — not cheap materials,Maybe,Subscribe_Immediately
AURA_1397,Strong_Yes,Status_Signal,Yes_Strongly,No_Subscription,0,499_799,649,Planned,Guided_Stepwise,90_min,5,8,Skill_Progress,Maybe,I want to see my progress visually tracked over time,Probably,Not_Interested_Sub
AURA_1694,Moderate,Quality_Time,Yes_Somewhat,Above_499,599,No_Box,0,Social_Proof,Guided_Freestyle,60_min,4,8,Pod_Aesthetics,No,Need to support Hindi language tutorials,Maybe,Subscribe_Immediately
AURA_0537,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,199_349,274,799_1199,999,Social_Proof,Guided_Freestyle,90_min,2,9,Pod_Aesthetics,Maybe,Price must be under 500 for me to try it first,Definitely,Try_Free_Trial
AURA_1640,Moderate,Social_Content,No,Below_99,60,299_499,399,Social_Proof,Meditative,60_min,4,8,Community_Gallery,Maybe,Price must be under 500 for me to try it first,Definitely,Pay_Per_Session
AURA_0523,Moderate,Quality_Time,Yes_Strongly,Below_99,60,799_1199,999,Planned,Challenge_Mode,60_min,1,10,Skill_Progress,Maybe,"I want to learn Madhubani properly, not just doodle",No,Pay_Per_Session
AURA_0757,Strong_Yes,Wellness,,349_499,424,299_499,399,Impulse,Guided_Stepwise,60_min,4,10,Community_Gallery,Maybe,Kids mode is a must for my family visits,Maybe,Subscribe_Immediately
AURA_0201,LinkedIn_Only,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Social_Proof,Challenge_Mode,60_min,4,8,Indian_Art_Content,Definitely,"I want to learn Madhubani properly, not just doodle",Probably,Subscribe_Immediately
AURA_0929,Moderate,Quality_Time,No,349_499,424,299_499,399,Offer_Driven,Challenge_Mode,45_min,5,10,AI_Coaching,Maybe,Would love a monthly challenge or competition,No,Pay_Per_Session
AURA_1542,Strong_Yes,Quality_Time,Yes_Somewhat,99_199,149,499_799,649,Impulse,Meditative,45_min,5,8,Indian_Art_Content,Definitely,Price must be under 500 for me to try it first,Probably,Pay_Per_Session
AURA_1179,LinkedIn_Only,Wellness,Yes_Somewhat,99_199,149,No_Box,0,Social_Proof,Guided_Freestyle,20_min,5,9,Supply_Quality,Maybe,The AI coaching should feel like a real teacher,Definitely,Try_Free_Trial
AURA_0505,Moderate,Wellness,Yes_Somewhat,199_349,274,,199,Planned,Challenge_Mode,90_min,2,10,Supply_Quality,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Not_Interested_Sub
AURA_0450,LinkedIn_Only,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Challenge_Mode,60_min,5,7,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",No,Try_Free_Trial
AURA_1468,LinkedIn_Only,Wellness,Neutral,349_499,424,499_799,649,Impulse,Guided_Freestyle,45_min,3,9,Supply_Quality,Probably,I'd love a date night version with my partner,No,Subscribe_Immediately
AURA_0606,Strong_Yes,Quality_Time,Neutral,No_Subscription,0,299_499,399,Impulse,Guided_Freestyle,20_min,4,9,AI_Coaching,Maybe,Corporate team building package must have good group pricing,Definitely,Not_Interested_Sub
AURA_1823,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,Above_499,599,299_499,399,Offer_Driven,Meditative,20_min,4,10,AI_Coaching,Probably,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_1839,Strong_Yes,Wellness,Neutral,349_499,424,499_799,649,Social_Proof,Guided_Stepwise,45_min,3,8,Pod_Aesthetics,Probably,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0628,Strong_Yes,Social_Content,Yes_Somewhat,Above_499,599,499_799,649,Impulse,Meditative,45_min,3,8,Supply_Quality,Maybe,Location in Phoenix Mall Wakad would be perfect,Definitely,Try_Free_Trial
AURA_1263,LinkedIn_Only,Quality_Time,No,349_499,424,No_Box,0,Impulse,Meditative,45_min,3,9,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_0368,Moderate,Quality_Time,Neutral,349_499,424,Below_299,199,Social_Proof,Meditative,60_min,4,7,Skill_Progress,No,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_1796,Strong_Yes,Social_Content,Neutral,349_499,424,,999,Social_Proof,Guided_Stepwise,45_min,3,8,Pod_Aesthetics,Maybe,"I want to learn Madhubani properly, not just doodle",No,Pay_Per_Session
AURA_0149,LinkedIn_Only,Social_Content,No,Above_499,599,799_1199,999,Social_Proof,Guided_Stepwise,60_min,3,8,AI_Coaching,Probably,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_1421,Strong_Yes,Social_Content,Yes_Somewhat,Above_499,599,799_1199,999,Planned,Guided_Freestyle,60_min,4,8,Pod_Aesthetics,,"The pod should feel like a premium spa, not a DIY store",No,Try_Free_Trial
AURA_0954,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,3,8,AI_Coaching,Probably,Corporate team building package must have good group pricing,Probably,Try_Free_Trial
AURA_0431,Not_Motivated,Wellness,Yes_Strongly,99_199,149,Below_299,199,Planned,Guided_Freestyle,45_min,3,7,Supply_Quality,Maybe,The artwork should be worth showing — printable quality,No,Try_Free_Trial
AURA_0019,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,90_min,4,7,AI_Coaching,Probably,Would love a monthly challenge or competition,Probably,Pay_Per_Session
AURA_0143,Moderate,Quality_Time,Yes_Somewhat,Above_499,599,499_799,649,Social_Proof,Guided_Freestyle,90_min,4,8,Community_Gallery,Definitely,Kids mode is a must for my family visits,Probably,Subscribe_Immediately
AURA_1298,Strong_Yes,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Planned,Meditative,90_min,4,9,,Definitely,Integration with Instagram for direct sharing would be amazing,Probably,Pay_Per_Session
AURA_0961,Strong_Yes,Wellness,Yes_Strongly,199_349,274,No_Box,0,Social_Proof,Guided_Freestyle,90_min,5,8,Pod_Aesthetics,Definitely,Would love a monthly challenge or competition,Maybe,Try_Free_Trial
AURA_1989,Strong_Yes,Status_Signal,Neutral,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,1,7,,Maybe,Good quality brushes and paints — not cheap materials,Definitely,Try_Free_Trial
AURA_1174,LinkedIn_Only,Status_Signal,Neutral,199_349,274,299_499,399,Impulse,Guided_Freestyle,60_min,3,9,Indian_Art_Content,Maybe,Location in Phoenix Mall Wakad would be perfect,Maybe,Try_Free_Trial
AURA_1820,Strong_Yes,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Impulse,Guided_Freestyle,45_min,4,8,AI_Coaching,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Try_Free_Trial
AURA_1634,Moderate,Intrinsic_Skill,No,199_349,274,299_499,399,Offer_Driven,Challenge_Mode,90_min,4,9,Indian_Art_Content,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_0596,LinkedIn_Only,Wellness,Yes_Somewhat,199_349,274,799_1199,999,Planned,Challenge_Mode,90_min,5,10,Pod_Aesthetics,Probably,Price must be under 500 for me to try it first,Probably,Try_Free_Trial
