respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising
AURA_1631,35_44,Female,Pune,Tier1,Self_Employed,25k_50k,37500,English,2800,0,Rarely,,Dining_Out|Fitness|Movies_OTT,Mention_After,Curious_Beginner,Am_Creative,Growth,Introvert,Delayed,Definitely_Post,Too_Expensive,Social_Fun,Mandala|Watercolour,Gaming_Zone|None|Pottery_Studio,Heritage_Kit,Evening|Lunch|Weekend_Only,3,Friends,,60min,Mall,400_700,680,0,Group_Discount,4,4,WhatsApp,Multiplex,Once_month,7,Interested,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
AURA_1632,25_34,Male,Hyderabad,Tier1,Salaried_NonIT,1L_2L,150000,Hindi,7600,3_5,2_3_month,Instagram|Reels_Shorts|YouTube,Art_Craft|Mall_Shopping|Movies_OTT|Travel,Mention_After,Complete_Beginner,Somewhat_Creative,Unsure,Ambivert,Both,Close_Circle,No_Time,Social_Fun,Calligraphy|Fluid_Pour|Indian_Classical|Mandala|Sketching,Art_Workshop|Music_Dance|Yoga_Wellness,App_Sub|Fluid_Kit,Flexible,3,Family_Kids,Rarely,30min,,700_1200,892,2750,Monthly_Pass,2,3,Word_of_Mouth,Cafe_Chill,Occasionally,5,Interested,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
AURA_1633,25_34,Male,Mumbai,Tier1,Salaried_IT,50k_1L,75000,English,7600,3_5,2_3_month,Instagram|Pinterest,Mall_Shopping|Travel,Consult_Partner,Casual_Hobbyist,Want_To_Be,Growth,Extrovert,Both,Definitely_Post,Social_Anxiety,Skill_Building,Indian_Classical|Watercolour,Art_Workshop|Cooking_Class|Music_Dance|None,App_Sub|Fluid_Kit|Heritage_Kit,Evening,4,Solo,Rarely,60min,Mall,400_700,613,1750,Monthly_Pass,3,4,WhatsApp,Cafe_Chill,2_3_month,6,Interested,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
AURA_1634,35_44,Male,Mumbai,Tier1,Other,50k_1L,75000,Bilingual,4400,1_2,Occasionally,Instagram,Art_Craft|Dining_Out|Gaming|Movies_OTT|Travel,Mention_After,Regular_Hobbyist,Somewhat_Creative,Growth,Introvert,Instant,Probably_Post,No_Time,Social_Fun,Acrylic|Digital_Art|Resin|Watercolour,Escape_Room,Heritage_Kit|Session_Kit|Sketchbook,Evening|Weekend_Only,2,Friends,Occasionally,Walking_5min,Office_Campus,400_700,822,1500,First_Free,4,3,Instagram,Home_OTT,Once_month,5,Interested,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
AURA_1635,45_54,Male,Mumbai,Tier1,Business_Owner,50k_1L,75000,Hindi,4900,0,Rarely,YouTube,,Mention_After,Casual_Hobbyist,Somewhat_Creative,Growth,Ambivert,Both,Probably_Post,No_Time,Skill_Building,Calligraphy|Indian_Classical|Mandala|Watercolour,Art_Workshop|Gaming_Zone|VR_Experience|Yoga_Wellness,App_Sub|Fluid_Kit|Heritage_Kit|Monthly_Box|Watercolour_Set,Afternoon|Morning,2,Partner,Occasionally,15min,Mall,400_700,704,750,First_Free,3,3,Word_of_Mouth,Cafe_Chill,Once_month,5,Interested,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
AURA_1636,18_24,Male,Bengaluru,Tier1,Student,Below_25k,15000,English,900,0,Rarely,LinkedIn|YouTube,,Consult_Partner,Complete_Beginner,Somewhat_Creative,Fixed,Introvert,Both,Keep_Private,No_Guidance,Content_Creation,Indian_Classical|Resin|Sketching|Watercolour,Cooking_Class|Gaming_Zone|Music_Dance|VR_Experience,Fluid_Kit|Heritage_Kit|Monthly_Box|Resin_Kit,Afternoon,4,Solo,Frequently,30min,College_Campus,200_400,179,0,Festival_Offer,5,4,Word_of_Mouth,Home_OTT,Occasionally,6,Interested,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
AURA_1637,25_34,Female,Hyderabad,Tier1,Salaried_IT,Above_2L,300000,English,5500,3_5,Once_month,Instagram|LinkedIn|Pinterest,Gaming|Movies_OTT|Music|Reading,Consult_Partner,Advanced,Somewhat_Creative,Unsure,Introvert,Delayed,Probably_Post,Too_Expensive,Social_Fun,Indian_Classical|Sketching,Gaming_Zone|Music_Dance|Yoga_Wellness,App_Sub|Fluid_Kit|Heritage_Kit|Mandala_Kit|Session_Kit,Evening|Flexible|Weekend_Only,4,Family_Kids,Never,30min,Cafe_CoWork,700_1200,1237,9750,Festival_Offer,2,4,Instagram,Cafe_Chill,Once_Try,6,Interested,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
AURA_1638,18_24,Male,Ahmedabad,Tier1,Salaried_IT,25k_50k,37500,Tamil,4300,3_5,2_3_month,Reels_Shorts|YouTube,Dining_Out|Fitness,Fully_Independent,Complete_Beginner,Want_To_Be,Fixed,Extrovert,Instant,Probably_Post,No_Barrier,Skill_Building,Mandala,Yoga_Wellness,Heritage_Kit|Sketchbook,Evening|Weekend_Only,4,Solo,Occasionally,60min,Office_Campus,200_400,223,1750,Bundle_Pack,3,4,Corporate_HR,Multiplex,Once_Try,6,Interested,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AURA_1639,55_plus,Male,Bengaluru,Tier1,Salaried_NonIT,50k_1L,75000,English,5500,0,Occasionally,YouTube,,Consult_Partner,Regular_Hobbyist,Not_Creative,Growth,Introvert,Both,Probably_Post,Not_Interested,Stress_Relief,Acrylic|Indian_Classical|Sketching,Gaming_Zone|Yoga_Wellness,Monthly_Box,Afternoon|Flexible|Weekend_Only,2,Partner,Never,No_Limit,Office_Campus,400_700,778,1500,First_Free,3,3,Instagram,Another_Workshop,Unlikely,2,Not_Interested,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0
AURA_1640,45_54,Male,Bengaluru,Tier1,Salaried_IT,25k_50k,37500,English,2600,3_5,2_3_month,,Dining_Out|Movies_OTT|Socialising,Fully_Independent,Casual_Hobbyist,Want_To_Be,Growth,Introvert,Instant,Keep_Private,Social_Anxiety,Content_Creation,Indian_Classical|Resin,Gaming_Zone|Pottery_Studio,Fluid_Kit|Heritage_Kit,Afternoon|Lunch|Weekend_Only,2,Colleagues,Never,30min,Office_Campus,200_400,402,,Group_Discount,3,4,Word_of_Mouth,Mall_Walk,Occasionally,7,Interested,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
AURA_1641,25_34,Male,Hyderabad,Tier1,Salaried_NonIT,50k_1L,75000,Hindi,4400,0,Rarely,YouTube,Music|Reading,Consult_Partner,Casual_Hobbyist,Am_Creative,Unsure,Extrovert,Both,Probably_Post,No_Barrier,Skill_Building,Calligraphy|Digital_Art,Music_Dance|None,Gift_Bundle|Heritage_Kit|Mandala_Kit|Monthly_Box|Session_Kit,Evening|Morning,4,Friends,Occasionally,30min,Office_Campus,200_400,356,0,Group_Discount,4,4,Other,Cafe_Chill,Once_month,9,Interested,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
AURA_1642,35_44,Female,Ahmedabad,Tier1,Salaried_NonIT,50k_1L,75000,Bengali,4800,1_2,Once_month,Reels_Shorts,Dining_Out|Fitness|Movies_OTT|Music|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Growth,Ambivert,Delayed,Close_Circle,Too_Expensive,Stress_Relief,Acrylic|Watercolour,Art_Workshop|Escape_Room|Gaming_Zone|Yoga_Wellness,Fluid_Kit|Gift_Bundle|Heritage_Kit|Resin_Kit,Afternoon|Weekend_Only,3,Friends,Occasionally,15min,Mall,200_400,208,0,First_Free,3,4,WhatsApp,Multiplex,Once_Try,4,Interested,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0
AURA_1643,25_34,Male,Mumbai,Tier1,Salaried_NonIT,50k_1L,75000,,3500,1_2,Occasionally,Instagram|Reels_Shorts|YouTube,,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Introvert,Instant,Keep_Private,No_Guidance,Pure_Curiosity,Digital_Art|Mandala|Pottery|Resin|Watercolour,Escape_Room,Gift_Bundle|Mandala_Kit|Resin_Kit,Lunch|Weekend_Only,4,Partner,Occasionally,30min,Cafe_CoWork,700_1200,1122,0,First_Free,4,4,Instagram,Gaming,Weekly,7,Interested,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
AURA_1644,25_34,Male,Delhi_NCR,Tier1,Salaried_IT,50k_1L,75000,English,5800,1_2,Once_month,Pinterest,Gaming|Socialising|Travel,Consult_Partner,Casual_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Definitely_Post,Too_Expensive,Skill_Building,Calligraphy|Mandala,Gaming_Zone|Music_Dance|None|VR_Experience,Session_Kit,Evening|Lunch|Weekend_Only,4,Friends,Never,15min,Office_Campus,200_400,389,1250,First_Free,4,4,Word_of_Mouth,Home_OTT,Occasionally,6,Interested,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AURA_1645,18_24,Female,Chennai,Tier1,Student,Below_25k,15000,Tamil,500,1_2,Occasionally,,Mall_Shopping|Movies_OTT|Travel,Mention_After,Curious_Beginner,Somewhat_Creative,Fixed,Ambivert,Both,Close_Circle,No_Barrier,Content_Creation,Indian_Classical,Cooking_Class,Heritage_Kit|Mandala_Kit|Session_Kit|Watercolour_Set,Afternoon,4,Solo,Never,30min,Standalone_Studio,700_1200,922,0,Festival_Offer,4,4,Mall_Display,Mall_Walk,2_3_month,5,Interested,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
AURA_1646,35_44,Male,Mumbai,Tier1,Business_Owner,Above_2L,300000,Marathi,19400,3_5,2_3_month,Instagram|None|Reels_Shorts,Dining_Out|Movies_OTT|Music,Mention_After,Casual_Hobbyist,Am_Creative,Unsure,Extrovert,Delayed,Definitely_Post,No_Time,Skill_Building,Digital_Art|Resin,Escape_Room|VR_Experience,Mandala_Kit|Resin_Kit|Session_Kit,Afternoon|Evening|Lunch,3,Family_Kids,Occasionally,60min,Standalone_Studio,700_1200,844,5250,Group_Discount,2,2,Word_of_Mouth,Mall_Walk,Occasionally,7,Maybe,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
AURA_1647,18_24,Male,Bengaluru,Tier1,Student,50k_1L,75000,English,5600,3_5,Once_month,Instagram|LinkedIn|YouTube,Dining_Out|Fitness|Movies_OTT|Socialising,Fully_Independent,Curious_Beginner,Want_To_Be,Growth,Ambivert,Both,Probably_Post,No_Guidance,Pure_Curiosity,Pottery|Sketching,Gaming_Zone|None|Yoga_Wellness,Gift_Bundle,Afternoon|Flexible,4,Partner,Rarely,Walking_5min,College_Campus,400_700,624,1250,,3,4,Google_Search,Multiplex,Weekly,6,Interested,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
AURA_1648,35_44,Male,Pune,Tier1,Salaried_IT,1L_2L,150000,Hindi,8300,1_2,Occasionally,Instagram,Dining_Out|Movies_OTT|Music,Peer_Influenced,Casual_Hobbyist,Want_To_Be,Unsure,Ambivert,Delayed,Probably_Post,Social_Anxiety,Stress_Relief,Indian_Classical|Sketching,Art_Workshop|Gaming_Zone,Fluid_Kit|Session_Kit,Flexible|Weekend_Only,3,Friends,Occasionally,60min,Office_Campus,700_1200,1113,2500,Group_Discount,3,5,Mall_Display,Mall_Walk,Occasionally,6,Interested,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
AURA_1649,35_44,Female,Chennai,Tier1,Salaried_NonIT,50k_1L,75000,Tamil,5200,0,2_3_month,,Fitness|Movies_OTT|Socialising,Fully_Independent,Advanced,Am_Creative,Growth,Introvert,Both,Keep_Private,No_Time,Skill_Building,Acrylic|Calligraphy|Resin|Sketching,VR_Experience,Fluid_Kit|Mandala_Kit|Watercolour_Set,Afternoon|Evening|Lunch,2,Solo,Never,60min,Mall,400_700,524,1500,Group_Discount,3,3,Word_of_Mouth,Cafe_Chill,Weekly,9,Interested,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
AURA_1650,35_44,Prefer_not,Hyderabad,Tier1,Self_Employed,25k_50k,37500,Hindi,1500,1_2,Rarely,Instagram,Fitness|Gaming|Movies_OTT|Socialising|Travel,Fully_Independent,Curious_Beginner,Am_Creative,Growth,Extrovert,Instant,Definitely_Post,No_Barrier,Social_Fun,Calligraphy|Digital_Art|Fluid_Pour|Indian_Classical,Gaming_Zone|Music_Dance,Fluid_Kit|Session_Kit|Sketchbook,Afternoon|Lunch,4,Family_Kids,Never,,Office_Campus,700_1200,1140,0,,3,3,WhatsApp,Gaming,2_3_month,9,Interested,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
AURA_1651,Under_18,Female,Pune,Tier1,Student,Below_25k,15000,Hindi,600,1_2,Occasionally,Instagram|None,Fitness|Movies_OTT,Mention_After,Casual_Hobbyist,Not_Creative,Fixed,Introvert,Both,Definitely_Post,No_Guidance,Skill_Building,Digital_Art|Fluid_Pour|Indian_Classical|Resin|Sketching,Escape_Room|Pottery_Studio|VR_Experience|Yoga_Wellness,Fluid_Kit|Resin_Kit|Session_Kit,Afternoon|Evening|Weekend_Only,4,Family_Kids,Rarely,30min,Cafe_CoWork,Below_200,347,0,Festival_Offer,4,4,Instagram,Gaming,Weekly,2,Not_Interested,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
AURA_1652,18_24,Male,Pune,Tier1,Student,Below_25k,15000,English,1000,0,Occasionally,Instagram|YouTube,Dining_Out|Fitness|Gaming|Movies_OTT|Socialising,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Fixed,Extrovert,Both,Close_Circle,Too_Expensive,Content_Creation,Acrylic|Calligraphy|Watercolour,Art_Workshop|Cooking_Class,Mandala_Kit|Watercolour_Set,Afternoon|Lunch,3,Friends,Never,15min,College_Campus,Below_200,211,250,Group_Discount,4,4,,Mall_Walk,Once_month,6,Interested,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
AURA_1653,18_24,Female,Mumbai,Tier1,Student,Below_25k,15000,Marathi,1200,0,Rarely,YouTube,Art_Craft|Gaming|Movies_OTT,Mention_After,Complete_Beginner,Want_To_Be,Growth,Introvert,Delayed,Keep_Private,No_Guidance,Content_Creation,Acrylic|Fluid_Pour,Music_Dance,Watercolour_Set,Flexible|Weekend_Only,3,Solo,Never,60min,College_Campus,Below_200,202,0,First_Free,4,4,Google_Search,Cafe_Chill,Once_Try,7,Interested,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
AURA_1654,25_34,Male,Delhi_NCR,Tier1,Business_Owner,50k_1L,75000,Hindi,2100,1_2,Rarely,Instagram,Fitness|Gaming|Mall_Shopping|Movies_OTT|Travel,Fully_Independent,Regular_Hobbyist,Am_Creative,Fixed,Extrovert,Delayed,Definitely_Post,No_Barrier,Stress_Relief,Pottery,Cooking_Class|Music_Dance|None|Yoga_Wellness,Monthly_Box|Sketchbook|Watercolour_Set,Evening|Weekend_Only,4,Depends,Occasionally,60min,Standalone_Studio,200_400,697,1250,First_Free,2,3,Instagram,Cafe_Chill,Weekly,8,Interested,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
AURA_1655,18_24,Male,Bengaluru,Tier1,Salaried_NonIT,50k_1L,75000,Bilingual,5500,0,Occasionally,Instagram|YouTube,Dining_Out|Gaming|Mall_Shopping|Movies_OTT|Socialising,Fully_Independent,Curious_Beginner,Not_Creative,Fixed,Extrovert,Delayed,Definitely_Post,Not_Interested,,Acrylic|Digital_Art|Fluid_Pour|Mandala,Cooking_Class|Music_Dance,Heritage_Kit|Watercolour_Set,Afternoon|Evening,5,Friends,Occasionally,,,700_1200,1072,0,Festival_Offer,3,3,Instagram,Another_Workshop,Unlikely,3,Not_Interested,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
AURA_1656,45_54,Male,Bengaluru,Tier1,Homemaker,25k_50k,37500,English,1800,6_plus,Occasionally,Instagram,Art_Craft|Gaming|Music|Socialising|Travel,Peer_Influenced,Casual_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Both,Probably_Post,Too_Expensive,Professional_Growth,Acrylic|Fluid_Pour|Mandala|Resin,Gaming_Zone,Fluid_Kit|Heritage_Kit|Mandala_Kit|Session_Kit|Sketchbook,Afternoon|Morning|Weekend_Only,2,Partner,Never,15min,Standalone_Studio,Below_200,80,750,First_Free,4,2,,Cafe_Chill,Unlikely,5,Not_Interested,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
AURA_1657,25_34,Male,Pune,Tier1,Self_Employed,Above_2L,300000,English,16700,3_5,Weekly,Instagram,Mall_Shopping|Reading|Socialising,Peer_Influenced,Advanced,Am_Creative,Growth,Ambivert,Delayed,Close_Circle,Too_Expensive,Skill_Building,Mandala|Pottery|Resin|Watercolour,Art_Workshop|Cooking_Class|None,Fluid_Kit|Heritage_Kit|Monthly_Box|Session_Kit|Watercolour_Set,Afternoon|Flexible,3,Partner,Never,30min,Cafe_CoWork,700_1200,1077,11250,Group_Discount,2,3,Instagram,Multiplex,2_3_month,8,Interested,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
AURA_1658,18_24,Male,Jaipur,Tier2,Salaried_IT,50k_1L,75000,Bilingual,2600,6_plus,Weekly,YouTube,Dining_Out|Socialising,Consult_Partner,Advanced,Am_Creative,Growth,Ambivert,Both,Definitely_Post,Too_Expensive,Stress_Relief,Fluid_Pour|Mandala|Pottery|Resin,Cooking_Class|None,Fluid_Kit|Heritage_Kit|Resin_Kit,Flexible,5,Solo,Occasionally,30min,Office_Campus,700_1200,1224,2750,First_Free,4,4,Word_of_Mouth,Home_OTT,2_3_month,8,Interested,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
AURA_1659,25_34,Female,Nagpur,Tier2,Salaried_NonIT,50k_1L,75000,English,3200,3_5,Once_month,Reels_Shorts|YouTube,Art_Craft|Dining_Out|Mall_Shopping|Socialising|Travel,Consult_Partner,Curious_Beginner,Want_To_Be,Unsure,Ambivert,Delayed,Close_Circle,No_Guidance,Content_Creation,Fluid_Pour|Indian_Classical|Mandala|Resin|Watercolour,Cooking_Class|Gaming_Zone|VR_Experience,App_Sub|Fluid_Kit|Mandala_Kit|Session_Kit,Evening|Morning,5,Solo,Occasionally,60min,Mall,200_400,307,0,No_Discount,4,3,Word_of_Mouth,Gaming,Unlikely,6,Maybe,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1
AURA_1660,25_34,Female,Chennai,Tier1,Self_Employed,Above_2L,300000,,26500,3_5,2_3_month,Instagram|Reels_Shorts,Art_Craft|Dining_Out|Fitness|Gaming|Socialising,Fully_Independent,Complete_Beginner,Want_To_Be,Unsure,Ambivert,Instant,Probably_Post,Too_Expensive,Pure_Curiosity,Acrylic,Music_Dance|Pottery_Studio|Yoga_Wellness,App_Sub|Heritage_Kit|Monthly_Box|Resin_Kit|Watercolour_Set,Afternoon,4,Solo,Occasionally,60min,College_Campus,Above_1200,1608,,First_Free,2,4,Google_Search,Cafe_Chill,Once_month,4,Interested,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1
AURA_1661,25_34,Male,Mumbai,Tier1,Student,25k_50k,37500,Bilingual,2300,0,Occasionally,Instagram|Pinterest|Reels_Shorts,Movies_OTT|Music|Travel,Mention_After,Advanced,Somewhat_Creative,Fixed,Ambivert,Delayed,Definitely_Post,Too_Expensive,,Indian_Classical|Mandala|Pottery|Sketching|Watercolour,Art_Workshop|Escape_Room|Gaming_Zone|Yoga_Wellness,Fluid_Kit|Mandala_Kit|Resin_Kit|Session_Kit|Watercolour_Set,Evening|Flexible,4,Colleagues,Occasionally,No_Limit,Mall,200_400,746,750,Bundle_Pack,4,4,Mall_Display,Gaming,Occasionally,6,Interested,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
AURA_1662,25_34,Male,Bengaluru,Tier1,Self_Employed,25k_50k,37500,Bilingual,1900,3_5,2_3_month,Instagram|Reels_Shorts|YouTube,Fitness|Mall_Shopping|Reading,Mention_After,Regular_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Instant,Probably_Post,Social_Anxiety,Professional_Growth,Acrylic|Calligraphy|Digital_Art|Indian_Classical|Sketching,Art_Workshop,App_Sub|Mandala_Kit|Monthly_Box|Sketchbook,Lunch,4,Partner,Never,30min,Airport_Hotel,Below_200,378,0,Group_Discount,4,3,Corporate_HR,Home_OTT,Once_Try,5,Interested,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
AURA_1663,45_54,Male,Ahmedabad,Tier1,Homemaker,Below_25k,15000,Tamil,900,0,Occasionally,Instagram|None|YouTube,Dining_Out|Fitness|Gaming|Mall_Shopping|Travel,Fully_Independent,Casual_Hobbyist,Want_To_Be,Fixed,Introvert,Both,Probably_Post,Too_Expensive,Pure_Curiosity,Acrylic|Digital_Art|Fluid_Pour|Resin|Watercolour,Art_Workshop|Cooking_Class|Music_Dance|Yoga_Wellness,Resin_Kit|Sketchbook,Afternoon|Weekend_Only,2,Family_Kids,,Walking_5min,College_Campus,200_400,340,0,Group_Discount,4,1,Word_of_Mouth,Another_Workshop,Weekly,6,Interested,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
AURA_1664,25_34,Male,Hyderabad,Tier1,Salaried_NonIT,Below_25k,15000,Hindi,1100,0,Rarely,Instagram|Pinterest|Reels_Shorts,Dining_Out|Music|Socialising,Fully_Independent,Complete_Beginner,Not_Creative,Fixed,Introvert,Delayed,Probably_Post,Not_Interested,Social_Fun,Fluid_Pour|Sketching,Cooking_Class,Fluid_Kit|Heritage_Kit|Resin_Kit|Session_Kit|Watercolour_Set,Afternoon|Morning|Weekend_Only,3,Friends,Never,60min,Mall,200_400,663,0,Bundle_Pack,5,4,Instagram,Mall_Walk,Unlikely,2,Not_Interested,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
AURA_1665,55_plus,Female,Chennai,Tier1,Business_Owner,50k_1L,75000,English,5400,3_5,Once_month,LinkedIn|None|YouTube,Reading|Socialising,Fully_Independent,Casual_Hobbyist,Want_To_Be,Unsure,Ambivert,Both,Keep_Private,Too_Expensive,Pure_Curiosity,Acrylic|Indian_Classical|Mandala|Pottery|Sketching,Art_Workshop|None|Yoga_Wellness,Gift_Bundle|Sketchbook,Lunch,1,Family_Kids,Occasionally,Walking_5min,Cafe_CoWork,Below_200,86,,Group_Discount,3,3,Mall_Display,Multiplex,Occasionally,7,Interested,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
AURA_1666,35_44,Male,Kolkata,Tier1,Salaried_NonIT,1L_2L,150000,Bengali,8700,6_plus,Rarely,,Fitness|Movies_OTT|Music|Socialising,Fully_Independent,Complete_Beginner,Not_Creative,Unsure,Ambivert,Delayed,Definitely_Post,Not_Interested,Skill_Building,Acrylic|Calligraphy|Mandala|Pottery|Watercolour,Cooking_Class|Escape_Room|Yoga_Wellness,Gift_Bundle,Afternoon|Evening|Flexible,4,Depends,Frequently,30min,Office_Campus,700_1200,1012,0,No_Discount,2,4,WhatsApp,Home_OTT,Unlikely,4,Not_Interested,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
