respondent_id,age_group,gender,city,city_tier,occupation,income_bracket,income_numeric_approx,preferred_language,monthly_leisure_spend,subscription_count,online_exp_purchase_freq,social_platforms,weekend_activities,decision_autonomy,art_experience_level,creative_self_identity,creativity_mindset,social_orientation,reward_preference,social_sharing_propensity,participation_barrier,creative_motivation,art_forms_interest,experiences_tried,product_interest,preferred_visit_time,instagram_influence_score,companion_type,gifting_frequency,travel_tolerance,preferred_pod_location,session_wtp,session_wtp_numeric,monthly_art_spend,discount_preference,price_sensitivity_score,tech_comfort_score,acquisition_source,competitive_substitute,visit_frequency_intent,recommend_likelihood,aura_interest_label,art_watercolour,art_acrylic,art_mandala,art_fluid_pour,art_sketching,art_digital_art,art_indian_classical,art_resin,art_pottery,art_calligraphy,exp_art_workshop,exp_gaming_zone,exp_escape_room,exp_cooking_class,exp_pottery_studio,exp_music_dance,exp_yoga_wellness,exp_vr_experience,prod_session_kit,prod_mandala_kit,prod_heritage_kit,prod_fluid_kit,prod_watercolour_set,prod_sketchbook,prod_resin_kit,prod_monthly_box,prod_gift_bundle,prod_app_sub,wknd_mall_shopping,wknd_gaming,wknd_fitness,wknd_movies_ott,wknd_art_craft,wknd_music,wknd_dining_out,wknd_travel,wknd_reading,wknd_socialising,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_1442,18_24,Male,Mumbai,Tier1,Student,Below_25k,15000,Hindi,1100,3_5,Occasionally,Pinterest|Reels_Shorts|YouTube,Dining_Out|Mall_Shopping|Travel,Fully_Independent,Regular_Hobbyist,Want_To_Be,Unsure,Introvert,Instant,Definitely_Post,No_Guidance,Professional_Growth,Fluid_Pour|Indian_Classical|Pottery|Sketching|Watercolour,Cooking_Class|Escape_Room|None|Yoga_Wellness,App_Sub|Heritage_Kit|Session_Kit,Afternoon|Evening|Morning,4,Solo,,No_Limit,Mall,200_400,495,250,Bundle_Pack,4,4,Instagram,Multiplex,Once_Try,4,Interested,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Moderate,Wellness,No,Below_99,60,499_799,649,Impulse,Guided_Stepwise,60_min,4,8,Indian_Art_Content,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_1445,45_54,Non_binary,Bengaluru,Tier1,Self_Employed,50k_1L,75000,English,2500,3_5,Once_month,LinkedIn|None|YouTube,Gaming|Movies_OTT|Socialising,Fully_Independent,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Delayed,Keep_Private,Too_Expensive,Skill_Building,Mandala|Pottery|Resin|Watercolour,Cooking_Class|None|VR_Experience,Sketchbook,Evening|Lunch|Weekend_Only,1,Family_Kids,Frequently,30min,College_Campus,200_400,273,0,Group_Discount,3,3,Instagram,Mall_Walk,2_3_month,7,Interested,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Strong_Yes,Quality_Time,Yes_Strongly,99_199,149,No_Box,0,Offer_Driven,Challenge_Mode,45_min,2,9,Indian_Art_Content,Maybe,Good quality brushes and paints — not cheap materials,No,Try_Free_Trial
AURA_1446,18_24,Female,Mumbai,Tier1,Salaried_IT,25k_50k,37500,English,1700,3_5,Once_month,YouTube,Art_Craft|Socialising,Mention_After,Complete_Beginner,Am_Creative,Growth,Ambivert,Instant,Probably_Post,No_Barrier,Skill_Building,Calligraphy|Resin,Gaming_Zone|Music_Dance|None,Fluid_Kit|Gift_Bundle|Mandala_Kit|Session_Kit|Sketchbook,Evening|Lunch|Weekend_Only,4,Solo,,30min,Office_Campus,400_700,600,0,First_Free,3,4,Other,Cafe_Chill,Once_month,8,Interested,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,LinkedIn_Only,Wellness,Yes_Somewhat,Below_99,60,No_Box,0,Social_Proof,Guided_Stepwise,60_min,4,9,Supply_Quality,,Location in Phoenix Mall Wakad would be perfect,Maybe,Not_Interested_Sub
AURA_1448,35_44,Female,Chennai,Tier1,Salaried_NonIT,1L_2L,150000,Tamil,7700,6_plus,Occasionally,Instagram,Fitness|Gaming|Mall_Shopping|Music,Consult_Partner,Curious_Beginner,Want_To_Be,Growth,Introvert,Delayed,Close_Circle,No_Guidance,Stress_Relief,Mandala|Pottery|Resin,Cooking_Class|Escape_Room|Music_Dance,App_Sub|Gift_Bundle|Heritage_Kit|Mandala_Kit|Monthly_Box,Evening|Morning|Weekend_Only,2,Partner,Occasionally,15min,College_Campus,Above_1200,1503,1000,Group_Discount,3,3,Instagram,Cafe_Chill,Once_month,5,Interested,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,Moderate,Intrinsic_Skill,Yes_Somewhat,Above_499,599,499_799,649,Planned,Guided_Stepwise,90_min,3,8,Indian_Art_Content,Probably,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_1449,45_54,Female,Hyderabad,Tier1,Business_Owner,1L_2L,150000,Telugu,6200,6_plus,Weekly,YouTube,Dining_Out|Reading,Consult_Partner,Curious_Beginner,Want_To_Be,Growth,Introvert,Both,Close_Circle,No_Time,Professional_Growth,Acrylic|Indian_Classical,Art_Workshop|Cooking_Class,Fluid_Kit|Mandala_Kit|Monthly_Box|Sketchbook,Lunch|Weekend_Only,2,Friends,Occasionally,60min,Mall,400_700,663,4500,Bundle_Pack,2,3,Instagram,Home_OTT,Occasionally,4,Interested,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Strong_Yes,Social_Content,Yes_Strongly,No_Subscription,0,Below_299,199,Offer_Driven,Meditative,45_min,3,10,Supply_Quality,Definitely,Location in Phoenix Mall Wakad would be perfect,Probably,Try_Free_Trial
AURA_1450,35_44,Male,Bengaluru,Tier1,Salaried_IT,50k_1L,75000,Bilingual,3600,3_5,2_3_month,Instagram|LinkedIn|YouTube,Dining_Out|Gaming,Peer_Influenced,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Delayed,Definitely_Post,No_Guidance,Social_Fun,Indian_Classical|Resin,Gaming_Zone|VR_Experience|Yoga_Wellness,Heritage_Kit|Session_Kit,Evening,4,Friends,Never,Walking_5min,,200_400,431,0,Group_Discount,3,5,Mall_Display,Multiplex,Once_month,4,Interested,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,LinkedIn_Only,Quality_Time,Neutral,349_499,424,499_799,649,Social_Proof,Guided_Freestyle,45_min,5,7,,Maybe,The artwork should be worth showing — printable quality,Maybe,Subscribe_Immediately
AURA_1451,25_34,Male,Mumbai,Tier1,Salaried_NonIT,50k_1L,75000,,2500,1_2,Rarely,Instagram|LinkedIn|Reels_Shorts,Gaming|Movies_OTT|Socialising|Travel,Fully_Independent,Complete_Beginner,Want_To_Be,Unsure,Ambivert,Both,Close_Circle,No_Time,Stress_Relief,Acrylic|Calligraphy|Watercolour,Art_Workshop|Escape_Room|Gaming_Zone|Yoga_Wellness,Heritage_Kit|Mandala_Kit|Sketchbook,Afternoon|Lunch,3,Depends,Rarely,30min,Standalone_Studio,Below_200,168,0,Festival_Offer,3,4,Word_of_Mouth,Home_OTT,Occasionally,6,Interested,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,349_499,424,499_799,649,Impulse,Guided_Stepwise,90_min,5,8,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Maybe,Try_Free_Trial
AURA_1452,25_34,Female,Mumbai,Tier1,Salaried_NonIT,50k_1L,75000,English,18948,1_2,Occasionally,Instagram|Reels_Shorts|YouTube,Mall_Shopping|Music|Reading,Fully_Independent,Casual_Hobbyist,Want_To_Be,Unsure,Extrovert,Delayed,Close_Circle,Too_Expensive,Social_Fun,Fluid_Pour|Indian_Classical|Pottery|Resin,Gaming_Zone|Yoga_Wellness,Mandala_Kit|Sketchbook,Afternoon|Evening|Weekend_Only,4,Family_Kids,Never,15min,Cafe_CoWork,200_400,297,0,First_Free,4,4,Instagram,Home_OTT,Occasionally,5,Interested,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Moderate,Wellness,Yes_Somewhat,99_199,149,,649,Offer_Driven,Guided_Freestyle,60_min,3,10,AI_Coaching,Definitely,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1454,25_34,Male,Delhi_NCR,Tier1,Salaried_NonIT,25k_50k,37500,,1100,6_plus,2_3_month,Instagram|Reels_Shorts|YouTube,Dining_Out|Reading|Socialising,Mention_After,Complete_Beginner,Want_To_Be,Unsure,Ambivert,Both,Probably_Post,No_Guidance,Stress_Relief,Acrylic|Calligraphy|Indian_Classical|Sketching|Watercolour,Art_Workshop|Cooking_Class|Escape_Room,Resin_Kit,Evening|Weekend_Only,4,Friends,Occasionally,30min,Standalone_Studio,200_400,353,0,Bundle_Pack,3,4,Corporate_HR,Gaming,Once_month,5,Interested,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,45_min,4,9,AI_Coaching,No,Good quality brushes and paints — not cheap materials,Probably,Subscribe_Immediately
AURA_1455,Under_18,Female,Pune,Tier1,Creative_Pro,Above_2L,300000,English,12900,6_plus,Once_month,LinkedIn|YouTube,Dining_Out|Fitness|Mall_Shopping|Movies_OTT,Mention_After,Advanced,Somewhat_Creative,Growth,Ambivert,Delayed,Definitely_Post,No_Barrier,Stress_Relief,Mandala|Watercolour,Gaming_Zone,Gift_Bundle,Evening|Lunch,5,Family_Kids,Occasionally,30min,Office_Campus,200_400,546,6250,Group_Discount,1,3,Instagram,Multiplex,Once_month,9,Interested,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,Moderate,Social_Content,Yes_Somewhat,Above_499,599,499_799,649,Offer_Driven,Challenge_Mode,90_min,3,9,Community_Gallery,Probably,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1458,25_34,Female,Delhi_NCR,Tier1,Salaried_NonIT,1L_2L,150000,Hindi,28683,6_plus,2_3_month,Instagram|Pinterest,Fitness|Music,Fully_Independent,Complete_Beginner,Am_Creative,Growth,Extrovert,Both,Definitely_Post,No_Barrier,Social_Fun,Indian_Classical,Art_Workshop|Cooking_Class|Music_Dance,Fluid_Kit|Heritage_Kit|Sketchbook,Afternoon|Weekend_Only,4,Colleagues,Frequently,30min,Standalone_Studio,700_1200,1046,0,Group_Discount,3,3,Mall_Display,Mall_Walk,Occasionally,8,Interested,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Strong_Yes,Intrinsic_Skill,Neutral,No_Subscription,0,499_799,649,Social_Proof,Guided_Stepwise,60_min,3,7,Pod_Aesthetics,No,"The pod should feel like a premium spa, not a DIY store",Probably,Pay_Per_Session
AURA_1459,18_24,Female,Other_T3,Tier3,Student,25k_50k,37500,,2200,0,Occasionally,Instagram|Pinterest|Reels_Shorts,Art_Craft|Dining_Out|Mall_Shopping|Movies_OTT,Consult_Partner,Regular_Hobbyist,Somewhat_Creative,Growth,Ambivert,Instant,Keep_Private,No_Guidance,Skill_Building,Digital_Art|Fluid_Pour|Indian_Classical|Pottery|Sketching,Yoga_Wellness,Session_Kit,Afternoon|Evening|Weekend_Only,4,Partner,Frequently,Walking_5min,Cafe_CoWork,Below_200,238,750,First_Free,3,4,Other,Mall_Walk,Once_Try,6,Interested,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,Moderate,Quality_Time,Yes_Somewhat,199_349,274,Below_299,199,Offer_Driven,Meditative,20_min,4,8,Indian_Art_Content,No,Kids mode is a must for my family visits,Definitely,Try_Free_Trial
AURA_1460,25_34,Female,Indore,Tier2,Salaried_IT,50k_1L,75000,Bengali,32012,3_5,Once_month,Reels_Shorts|YouTube,Fitness|Mall_Shopping,Fully_Independent,Regular_Hobbyist,Am_Creative,Growth,Extrovert,Instant,Keep_Private,No_Time,Pure_Curiosity,Fluid_Pour|Pottery,Art_Workshop|Cooking_Class|Escape_Room,Session_Kit|Watercolour_Set,Evening|Weekend_Only,3,Friends,Occasionally,15min,Mall,700_1200,1192,1250,Bundle_Pack,3,4,Corporate_HR,Multiplex,Once_Try,6,Interested,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Strong_Yes,Social_Content,Yes_Somewhat,199_349,274,499_799,649,Planned,Meditative,90_min,4,8,AI_Coaching,Probably,Price must be under 500 for me to try it first,Probably,Subscribe_Immediately
AURA_1462,25_34,Male,Mumbai,Tier1,Salaried_IT,25k_50k,37500,Marathi,2800,6_plus,2_3_month,Instagram|Pinterest,Gaming|Mall_Shopping|Socialising,Consult_Partner,Casual_Hobbyist,Somewhat_Creative,Growth,Introvert,Instant,Keep_Private,No_Guidance,Professional_Growth,Acrylic|Digital_Art|Indian_Classical|Watercolour,Cooking_Class|Escape_Room|Gaming_Zone|Music_Dance,App_Sub|Resin_Kit,Weekend_Only,2,Solo,Frequently,15min,Standalone_Studio,Below_200,80,0,First_Free,4,4,Other,Multiplex,Once_Try,6,Interested,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,Strong_Yes,Intrinsic_Skill,Yes_Strongly,Below_99,60,499_799,649,Impulse,Meditative,60_min,5,8,Community_Gallery,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_1463,18_24,Female,Bengaluru,Tier1,Business_Owner,Above_2L,300000,English,13100,6_plus,2_3_month,Instagram|Pinterest|YouTube,Fitness|Gaming|Movies_OTT,Fully_Independent,Curious_Beginner,Want_To_Be,Fixed,Ambivert,Instant,Definitely_Post,Social_Anxiety,Stress_Relief,Acrylic|Watercolour,Art_Workshop|Gaming_Zone|None|Yoga_Wellness,Sketchbook,Afternoon|Flexible|Weekend_Only,5,Depends,Frequently,60min,Mall,400_700,669,15000,Bundle_Pack,2,4,Instagram,Cafe_Chill,Once_month,7,Interested,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,45_min,4,7,AI_Coaching,No,The artwork should be worth showing — printable quality,Definitely,Pay_Per_Session
AURA_1466,Under_18,Female,Hyderabad,Tier1,Student,Above_2L,300000,Telugu,14600,6_plus,Once_month,LinkedIn|None|YouTube,Mall_Shopping|Reading|Socialising,Fully_Independent,Regular_Hobbyist,Somewhat_Creative,Growth,Introvert,Both,Keep_Private,No_Barrier,Pure_Curiosity,Acrylic|Mandala|Sketching,Art_Workshop|Cooking_Class|Pottery_Studio|Yoga_Wellness,Fluid_Kit|Mandala_Kit|Resin_Kit|Watercolour_Set,Evening,4,Solo,,30min,Standalone_Studio,400_700,691,12750,No_Discount,2,4,Word_of_Mouth,Multiplex,2_3_month,6,Interested,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,Not_Motivated,Social_Content,Yes_Strongly,Above_499,599,299_499,399,Offer_Driven,Guided_Freestyle,90_min,3,10,Supply_Quality,Probably,The artwork should be worth showing — printable quality,Probably,Try_Free_Trial
AURA_1467,55_plus,Male,Kolkata,Tier1,Other,Above_2L,300000,Bengali,12000,1_2,Occasionally,Instagram|YouTube,Fitness|Mall_Shopping,Fully_Independent,Complete_Beginner,Am_Creative,Unsure,Extrovert,Both,Probably_Post,No_Barrier,Skill_Building,Watercolour,Music_Dance|None|VR_Experience,Resin_Kit|Session_Kit|Watercolour_Set,Afternoon|Evening|Morning,2,Friends,Occasionally,No_Limit,Cafe_CoWork,Above_1200,1453,0,First_Free,2,2,Corporate_HR,Cafe_Chill,2_3_month,10,Interested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Not_Motivated,Quality_Time,Yes_Strongly,Above_499,599,299_499,399,Social_Proof,Guided_Stepwise,60_min,2,8,Supply_Quality,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_1468,25_34,Female,Jaipur,Tier2,Self_Employed,Above_2L,300000,Telugu,16100,3_5,Once_month,Instagram|Reels_Shorts,Dining_Out|Fitness|Mall_Shopping|Movies_OTT|Socialising,Fully_Independent,Casual_Hobbyist,Am_Creative,Unsure,Extrovert,Instant,Probably_Post,Too_Expensive,Skill_Building,Acrylic|Digital_Art|Fluid_Pour|Indian_Classical|Sketching,Art_Workshop|Cooking_Class|Escape_Room|Pottery_Studio,App_Sub,Evening|Weekend_Only,4,Partner,Occasionally,15min,Mall,700_1200,1119,2750,,3,4,Instagram,Another_Workshop,Once_month,10,Interested,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,LinkedIn_Only,Wellness,Neutral,349_499,424,499_799,649,Impulse,Guided_Freestyle,45_min,3,9,Supply_Quality,Probably,I'd love a date night version with my partner,No,Subscribe_Immediately
AURA_1470,35_44,Male,Delhi_NCR,Tier1,Salaried_NonIT,50k_1L,75000,,2600,1_2,Once_month,Instagram|None|Pinterest,Art_Craft|Dining_Out|Fitness|Reading,Fully_Independent,Curious_Beginner,Want_To_Be,Fixed,Introvert,Instant,Definitely_Post,Too_Expensive,Social_Fun,Mandala|Resin,Cooking_Class|Music_Dance|None|Yoga_Wellness,Heritage_Kit|Resin_Kit|Watercolour_Set,Afternoon|Weekend_Only,3,Friends,Frequently,30min,Mall,700_1200,958,0,,3,3,Google_Search,Cafe_Chill,Once_month,7,Interested,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,LinkedIn_Only,Wellness,No,199_349,274,Below_299,199,Planned,Meditative,90_min,3,7,Supply_Quality,Probably,Good quality brushes and paints — not cheap materials,No,Subscribe_Immediately
AURA_1471,25_34,Male,Pune,Tier1,Business_Owner,1L_2L,150000,Marathi,17700,1_2,Occasionally,YouTube,Fitness|Movies_OTT|Socialising,Consult_Partner,Regular_Hobbyist,Want_To_Be,Growth,Extrovert,Delayed,Probably_Post,No_Guidance,Skill_Building,Resin|Watercolour,Art_Workshop|Cooking_Class|Gaming_Zone|Yoga_Wellness,Session_Kit,Afternoon|Weekend_Only,4,Family_Kids,Occasionally,30min,Standalone_Studio,400_700,890,4500,First_Free,2,4,Word_of_Mouth,Home_OTT,Weekly,6,Interested,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Strong_Yes,Wellness,No,Above_499,599,499_799,649,Planned,Challenge_Mode,60_min,4,9,AI_Coaching,Probably,The artwork should be worth showing — printable quality,Probably,Not_Interested_Sub
AURA_1472,35_44,Female,Mumbai,Tier1,Salaried_IT,1L_2L,150000,,8100,6_plus,2_3_month,YouTube,Art_Craft|Dining_Out|Gaming|Mall_Shopping|Music,Peer_Influenced,Regular_Hobbyist,Somewhat_Creative,Fixed,Extrovert,Both,Probably_Post,No_Guidance,Pure_Curiosity,Digital_Art|Indian_Classical|Resin|Sketching,Cooking_Class|Escape_Room|None,Fluid_Kit|Gift_Bundle|Resin_Kit|Watercolour_Set,Weekend_Only,3,Friends,Rarely,30min,Office_Campus,700_1200,1214,2000,Festival_Offer,3,5,,Mall_Walk,Occasionally,7,Interested,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,Moderate,Social_Content,Neutral,99_199,149,Below_299,199,Social_Proof,Meditative,90_min,4,10,,Probably,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_1473,45_54,Female,Bengaluru,Tier1,Homemaker,1L_2L,150000,Bilingual,9100,3_5,Once_month,Instagram|None|YouTube,Mall_Shopping|Movies_OTT|Music,Fully_Independent,Casual_Hobbyist,Somewhat_Creative,Unsure,Ambivert,Instant,Close_Circle,No_Barrier,Stress_Relief,Watercolour,None|Pottery_Studio,Session_Kit,Flexible|Lunch,2,Partner,Occasionally,30min,Standalone_Studio,400_700,518,0,First_Free,2,2,Mall_Display,Multiplex,Once_month,6,Interested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Strong_Yes,Status_Signal,Yes_Strongly,Below_99,60,799_1199,999,Planned,Guided_Stepwise,90_min,2,10,Supply_Quality,,Kids mode is a must for my family visits,Definitely,Not_Interested_Sub
AURA_1474,25_34,Female,Pune,Tier1,Salaried_NonIT,25k_50k,37500,Hindi,1500,1_2,Occasionally,Reels_Shorts,Fitness|Reading|Travel,Fully_Independent,Curious_Beginner,Somewhat_Creative,Unsure,Introvert,Instant,Close_Circle,No_Time,Social_Fun,Fluid_Pour|Indian_Classical|Mandala|Sketching,Gaming_Zone,Session_Kit,Evening|Flexible|Lunch,3,Friends,Never,Walking_5min,Cafe_CoWork,Above_1200,1413,0,First_Free,3,3,Word_of_Mouth,Mall_Walk,2_3_month,7,Interested,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Moderate,Wellness,Yes_Strongly,349_499,424,499_799,649,Offer_Driven,Guided_Stepwise,90_min,2,9,,No,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_1475,18_24,Female,Bengaluru,Tier1,Student,Above_2L,300000,Hindi,13200,6_plus,Weekly,,,Mention_After,Casual_Hobbyist,Am_Creative,Growth,Introvert,Both,Definitely_Post,No_Guidance,Skill_Building,Fluid_Pour|Indian_Classical|Mandala,Pottery_Studio|VR_Experience|Yoga_Wellness,Fluid_Kit|Watercolour_Set,Afternoon|Flexible,4,Friends,Frequently,60min,College_Campus,Above_1200,1620,9000,Group_Discount,2,4,Word_of_Mouth,Home_OTT,Once_Try,6,Interested,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Strong_Yes,Quality_Time,Yes_Strongly,Above_499,599,299_499,399,Offer_Driven,Meditative,90_min,4,9,AI_Coaching,Probably,"I want to learn Madhubani properly, not just doodle",No,Subscribe_Immediately
AURA_1476,25_34,Female,Delhi_NCR,Tier1,Salaried_NonIT,1L_2L,150000,Hindi,7400,6_plus,Once_month,YouTube,Music|Reading|Travel,Consult_Partner,Regular_Hobbyist,Want_To_Be,Growth,Ambivert,Both,Probably_Post,Too_Expensive,Content_Creation,Fluid_Pour,Cooking_Class|Escape_Room|Music_Dance|Pottery_Studio,App_Sub|Monthly_Box|Session_Kit,Afternoon|Weekend_Only,4,Partner,Rarely,Walking_5min,Office_Campus,700_1200,1258,4750,Festival_Offer,3,3,Google_Search,Cafe_Chill,Once_month,5,Interested,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,349_499,424,499_799,649,Planned,Guided_Freestyle,45_min,4,9,Skill_Progress,No,Good quality brushes and paints — not cheap materials,No,Try_Free_Trial
AURA_1478,35_44,Male,Pune,Tier1,Salaried_IT,Above_2L,300000,English,16600,3_5,Once_month,Instagram|Pinterest|YouTube,Dining_Out|Reading|Socialising,Mention_After,Complete_Beginner,Want_To_Be,Growth,Ambivert,Delayed,Close_Circle,No_Guidance,Skill_Building,Indian_Classical|Mandala|Pottery,Art_Workshop|Music_Dance|Pottery_Studio|Yoga_Wellness,Gift_Bundle|Heritage_Kit|Mandala_Kit|Session_Kit|Watercolour_Set,Evening|Flexible|Weekend_Only,2,Solo,Occasionally,60min,Mall,Above_1200,1598,0,Monthly_Pass,2,4,Word_of_Mouth,Home_OTT,Occasionally,7,Interested,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,Strong_Yes,Wellness,Yes_Somewhat,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,90_min,4,8,Indian_Art_Content,Probably,Corporate team building package must have good group pricing,Definitely,Subscribe_Immediately
AURA_1479,35_44,Male,Kolkata,Tier1,Homemaker,Below_25k,15000,Bengali,800,0,Once_month,,Gaming|Socialising|Travel,Consult_Partner,Regular_Hobbyist,Want_To_Be,Fixed,Introvert,Delayed,Probably_Post,No_Time,Pure_Curiosity,Acrylic|Fluid_Pour|Indian_Classical|Mandala|Sketching,Cooking_Class|Escape_Room,App_Sub|Fluid_Kit|Gift_Bundle|Heritage_Kit|Sketchbook,Weekend_Only,3,Friends,Rarely,15min,Mall,200_400,356,250,Group_Discount,3,3,Mall_Display,Cafe_Chill,Once_month,9,Interested,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,Moderate,Intrinsic_Skill,Neutral,No_Subscription,0,499_799,649,Planned,Meditative,60_min,3,8,Pod_Aesthetics,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Pay_Per_Session
AURA_1480,25_34,Male,Mumbai,Tier1,Salaried_NonIT,25k_50k,37500,English,4700,1_2,2_3_month,Instagram|Pinterest|Reels_Shorts,Mall_Shopping|Movies_OTT|Travel,Fully_Independent,Advanced,Am_Creative,Unsure,Extrovert,Instant,Close_Circle,No_Guidance,Professional_Growth,Acrylic,None|Yoga_Wellness,Watercolour_Set,Evening|Flexible|Weekend_Only,4,Solo,Frequently,60min,Mall,400_700,798,1000,Festival_Offer,4,3,Corporate_HR,Mall_Walk,Unlikely,9,Maybe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,LinkedIn_Only,Intrinsic_Skill,No,349_499,424,No_Box,0,Planned,Challenge_Mode,45_min,3,6,Pod_Aesthetics,Probably,Need to support Hindi language tutorials,Maybe,Try_Free_Trial
